Rank,Gene_Symbol,N_Variants,Total_PP,Composite_Score,DNase_Score,ATAC_Score,CAGE_Score,RNA_Score,PROCAP_Score,Splice_Score,Empirical_Z,P_value,FDR_Q,Has_Brain_eQTL,Brain_eQTL_Tissues,Min_eQTL_Qval
806,RN7SL543P,38,0.983861,0.109706,0.066631,0.134935,0.230225,0.085020,0.129136,0.012291,,,,False,0,1.000000
807,SLC25A5P4,2,0.002388,0.108898,0.158806,0.102165,0.097984,0.015964,0.429415,-0.150944,,,,False,0,1.000000
808,RNA5SP195,25,0.565641,0.108614,0.155581,0.128394,0.108577,0.015881,0.084486,0.158767,,,,False,0,1.000000
809,SEMA4B,43,0.169450,0.108470,0.095662,-0.003422,0.278804,-0.008621,0.351228,-0.062832,1.810722,0.028765,0.070058,True,6,0.000021
810,ENSG00000287942,24,1.000000,0.107074,0.191520,0.403785,0.015781,0.016743,0.165556,-0.150944,,,,False,0,1.000000
811,H2AZP7,24,1.000000,0.107074,0.191520,0.403785,0.015781,0.016743,0.165556,-0.150944,,,,False,0,1.000000
812,SERPINA15P,24,1.000000,0.107074,0.191520,0.403785,0.015781,0.016743,0.165556,-0.150944,,,,False,0,1.000000
813,LINC02237,24,1.000000,0.107074,0.191520,0.403785,0.015781,0.016743,0.165556,-0.150944,,,,False,0,1.000000
814,KATNBL1P6,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
815,RAB32,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,1.759347,0.028865,0.070058,True,1,0.019218
816,RNU6-906P,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
817,ADGB-DT,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
818,ENSG00000227748,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
819,ENSG00000273719,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
820,ENSG00000293211,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
821,ENSG00000289851,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
822,ENSG00000272397,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,False,0,1.000000
823,ADGB,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,1.759347,0.028865,0.070058,False,0,1.000000
824,STXBP5-AS1,14,1.000000,0.105459,0.090313,0.006685,0.003001,0.006893,0.132559,0.393301,,,,True,5,0.000980
825,H4C15,107,0.798318,0.105410,-0.002914,0.087797,0.167476,-0.016426,0.181175,0.215352,1.758517,0.028915,0.070058,False,0,1.000000
826,ENSG00000264207,107,0.798318,0.105410,-0.002914,0.087797,0.167476,-0.016426,0.181175,0.215352,,,,True,1,0.042867
827,ENSG00000280138,6,0.038319,0.105331,0.030975,0.051456,0.584794,-0.040135,0.155842,-0.150944,,,,True,4,0.000278
828,RNF34,81,1.455176,0.104751,0.003624,0.030282,0.203949,0.100288,0.250110,0.040252,1.747271,0.028965,0.070058,True,4,0.000156
829,ENSG00000274029,68,0.993183,0.104025,0.005517,0.042010,0.183669,0.130989,0.148835,0.113131,,,,False,0,1.000000
830,ENSG00000286248,68,0.993183,0.104025,0.005517,0.042010,0.183669,0.130989,0.148835,0.113131,,,,True,10,0.000000
831,ENSG00000254653,5,0.160945,0.103607,-0.064582,0.039292,0.281724,0.124530,0.201981,0.038698,,,,False,0,1.000000
832,PHF21A,5,0.160945,0.103607,-0.064582,0.039292,0.281724,0.124530,0.201981,0.038698,1.727764,0.029116,0.070058,True,1,0.011492
833,CAMKK2,77,1.000000,0.103229,0.004252,0.041246,0.182219,0.130728,0.148817,0.112115,1.721317,0.029216,0.070058,True,6,0.004350
834,P2RX4,77,1.000000,0.103229,0.004252,0.041246,0.182219,0.130728,0.148817,0.112115,1.721317,0.029216,0.070058,True,12,0.000000
835,RN7SL258P,224,0.187653,0.103038,0.001195,0.023750,0.233883,0.172571,0.093340,0.093489,,,,False,0,1.000000
836,GPATCH8,228,0.188927,0.102666,0.000739,0.024526,0.236144,0.171666,0.091018,0.091902,1.711700,0.029767,0.070058,False,0,1.000000
837,RN7SL346P,34,0.148505,0.102657,0.053753,0.012046,0.280830,-0.020351,0.430770,-0.141109,,,,False,0,1.000000
838,ITGA2B,230,0.188364,0.102415,0.000310,0.022997,0.232833,0.172289,0.093336,0.092724,1.707419,0.029817,0.070058,False,0,1.000000
839,FAM171A2,235,0.188866,0.102328,0.000348,0.022660,0.232640,0.172348,0.093413,0.092557,1.705930,0.029867,0.070058,True,2,0.006579
840,RPL7L1P5,235,0.188866,0.102328,0.000348,0.022660,0.232640,0.172348,0.093413,0.092557,,,,True,1,0.000005
841,ENSG00000227150,5,0.478115,0.101995,0.082137,-0.100310,0.846381,-0.099166,-0.198124,0.081050,,,,False,0,1.000000
842,ENSG00000283045,191,0.164209,0.101886,0.029505,0.019394,0.308699,0.218103,0.017028,0.018585,,,,True,1,0.018496
843,GRN,274,0.193548,0.100206,0.001162,0.021203,0.220073,0.168551,0.096552,0.093697,1.669740,0.030018,0.070058,True,12,0.000000
844,ENSG00000267211,341,0.201636,0.100025,0.001913,0.020015,0.217919,0.162523,0.085812,0.111969,,,,False,0,1.000000
845,ENSG00000251170,1,0.002433,0.099945,0.174502,-0.077719,0.437376,-0.115435,0.331892,-0.150944,,,,False,0,1.000000
846,ENSG00000288961,355,0.203252,0.099807,0.002062,0.019504,0.217039,0.159676,0.085395,0.115164,,,,True,2,0.000485
847,ENSG00000207502,23,0.182121,0.099522,0.210464,0.492354,0.135320,-0.087853,-0.002208,-0.150944,,,,False,0,1.000000
848,ENSG00000266994,59,0.885610,0.099100,0.575851,0.036736,-0.106174,-0.014439,-0.144034,0.246661,,,,False,0,1.000000
849,ZNF500,59,0.885610,0.099100,0.575851,0.036736,-0.106174,-0.014439,-0.144034,0.246661,1.650871,0.030068,0.070058,True,13,0.000000
850,ENSG00000270631,27,0.200161,0.099044,0.204973,0.444463,0.151332,-0.074236,0.018676,-0.150944,,,,False,0,1.000000
851,DCAF13,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,1.646762,0.030218,0.070058,True,7,0.000007
852,ENSG00000288945,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,,,,True,8,0.000315
853,RIMS2,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,1.646762,0.030218,0.070058,True,1,0.007344
854,ENSG00000261670,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,,,,True,5,0.000000
855,ENSG00000253477,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,,,,True,9,0.000000
856,ENSG00000271830,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,,,,True,12,0.000000
857,PTMAP15,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,,,,False,0,1.000000
858,ENSG00000239344,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,,,,False,0,1.000000
859,ENSG00000254644,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,,,,True,2,0.032208
860,ENSG00000285982,8,1.000000,0.098859,0.094368,0.118788,0.077827,0.137772,0.198074,-0.033673,1.646762,0.030218,0.070058,False,0,1.000000
861,ENSG00000288935,62,0.904075,0.098459,0.544485,0.041317,-0.103892,-0.004745,-0.135948,0.249540,,,,False,0,1.000000
862,SLC25A39,368,0.204853,0.098366,0.002555,0.019940,0.211105,0.157646,0.085091,0.113856,1.638337,0.030268,0.070058,True,13,0.000000
863,ENSG00000259530,13,0.435742,0.098299,0.101467,0.230137,0.067333,-0.088294,-0.012681,0.291834,,,,False,0,1.000000
864,DNAAF8,73,0.943794,0.098117,0.538018,0.035113,-0.082136,-0.008664,-0.131082,0.237452,1.634094,0.030368,0.070058,True,1,0.009323
865,ENSG00000256596,46,0.442913,0.097980,-0.021688,-0.084202,-0.041243,0.047145,-0.004737,0.692603,,,,True,2,0.019949
866,RN7SL420P,26,0.196103,0.097956,0.204202,0.446388,0.150314,-0.071667,0.009441,-0.150944,,,,False,0,1.000000
867,ENSG00000280416,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,False,0,1.000000
868,CES2,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,True,2,0.034934
869,TERB1,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,False,0,1.000000
870,ENSG00000289415,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,True,3,0.000930
871,CA7,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,False,0,1.000000
872,CES3,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,True,3,0.000000
873,CDH16,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,False,0,1.000000
874,ENSG00000265408,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,False,0,1.000000
875,RRAD,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,True,1,0.023654
876,ENSG00000288854,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,False,0,1.000000
877,CMTM4,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,False,0,1.000000
878,ENSG00000260558,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,True,2,0.035236
879,CES4A,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,True,2,0.019793
880,CIAO2B,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,False,0,1.000000
881,ENSG00000287965,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,False,0,1.000000
882,DYNC1LI2,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,True,3,0.024559
883,ENSG00000280334,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,False,0,1.000000
884,PDP2,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,True,1,0.001378
885,DYNC1LI2-DT,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,True,4,0.005976
886,NAE1,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,1.628608,0.030970,0.070058,True,2,0.000421
887,ENSG00000258122,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,True,2,0.001996
888,ENSG00000260465,41,1.000000,0.097795,0.032895,0.129206,0.216712,0.071384,0.126919,0.009657,,,,True,4,0.000340
889,ENSG00000229305,73,0.623126,0.096882,0.026611,0.147867,0.080118,0.136503,0.102917,0.087274,,,,False,0,1.000000
890,Metazoa_SRP,907,9.534859,0.096625,0.106046,0.109050,0.192565,0.077414,0.129829,-0.035156,,,,True,6,0.000039
891,ENSG00000255314,12,0.204003,0.096565,-0.031392,0.011651,0.295297,0.159459,0.116648,0.027729,,,,False,0,1.000000
892,ENSG00000286078,3,0.595045,0.095646,-0.020806,0.048098,0.282232,0.228745,0.131624,-0.096016,,,,False,0,1.000000
893,ENSG00000227619,3,0.595045,0.095646,-0.020806,0.048098,0.282232,0.228745,0.131624,-0.096016,,,,True,3,0.026036
894,LINC00963,3,0.595045,0.095646,-0.020806,0.048098,0.282232,0.228745,0.131624,-0.096016,,,,True,13,0.000000
895,ENSG00000261334,3,0.595045,0.095646,-0.020806,0.048098,0.282232,0.228745,0.131624,-0.096016,,,,False,0,1.000000
896,ENSG00000280064,4,0.035138,0.095184,0.219585,0.034320,0.214080,-0.069794,0.215849,-0.042935,,,,False,0,1.000000
897,GLIS2,67,0.931562,0.094625,0.523354,0.037631,-0.105783,0.002487,-0.135637,0.245701,1.574524,0.031220,0.070058,True,1,0.049064
898,LINC01756,57,0.406314,0.094597,0.085750,0.041674,0.162986,0.019252,0.040953,0.216965,,,,False,0,1.000000
899,DPF3,29,0.275078,0.094135,0.121921,0.033636,0.199161,0.099049,0.123594,-0.012548,1.566166,0.031270,0.070058,True,5,0.000001
900,ENSG00000271914,7,0.034154,0.093817,0.026585,-0.037740,0.274169,0.065660,0.223862,0.010367,,,,False,0,1.000000
901,TRMT61A-DT,101,0.029634,0.093318,0.004694,0.108111,0.236327,-0.013171,0.067956,0.155991,,,,False,0,1.000000
902,DGKD,95,0.416553,0.093307,0.174481,-0.008090,0.104682,0.013708,0.084413,0.190648,1.552031,0.031320,0.070058,True,6,0.000170
903,RUNDC3A,407,0.209433,0.093133,0.002297,0.019811,0.193613,0.153489,0.076506,0.113081,1.549063,0.031371,0.070058,False,0,1.000000
904,SNORA74D,35,0.626589,0.093083,0.153802,0.122928,0.067839,0.006384,0.068285,0.139259,,,,False,0,1.000000
905,SNORA74A,35,0.626589,0.093083,0.153802,0.122928,0.067839,0.006384,0.068285,0.139259,,,,False,0,1.000000
906,ENSG00000234789,4,0.671634,0.093018,-0.010039,0.051286,0.210308,0.194628,0.202837,-0.090913,,,,True,1,0.044075
907,ASB6,4,0.671634,0.093018,-0.010039,0.051286,0.210308,0.194628,0.202837,-0.090913,1.547100,0.031621,0.070058,False,0,1.000000
908,NTMT1,4,0.671634,0.093018,-0.010039,0.051286,0.210308,0.194628,0.202837,-0.090913,1.547100,0.031621,0.070058,True,3,0.010136
909,PRRX2,4,0.671634,0.093018,-0.010039,0.051286,0.210308,0.194628,0.202837,-0.090913,1.547100,0.031621,0.070058,True,3,0.010427
910,C9orf50,4,0.671634,0.093018,-0.010039,0.051286,0.210308,0.194628,0.202837,-0.090913,1.547100,0.031621,0.070058,True,1,0.012880
911,RUNDC3A-AS1,409,0.209639,0.092977,0.002165,0.019992,0.192915,0.153489,0.076392,0.112911,,,,True,5,0.000000
912,ENSG00000258430,13,0.000508,0.092415,0.101703,0.194541,0.039495,0.142954,0.191059,-0.115266,,,,False,0,1.000000
913,TRMT61A,102,0.029718,0.092213,0.005456,0.106970,0.232001,-0.013491,0.066941,0.155403,1.533375,0.031671,0.070058,True,10,0.000000
914,RPL7P11,58,0.129335,0.092157,0.099801,0.008540,0.207792,0.017542,0.011254,0.208012,,,,False,0,1.000000
915,GDI2P2,34,1.000000,0.091906,-0.001711,0.088439,0.295135,0.079101,0.180153,-0.089681,,,,False,0,1.000000
916,RPL31P12,34,1.000000,0.091906,-0.001711,0.088439,0.295135,0.079101,0.180153,-0.089681,,,,True,2,0.000000
917,LINC02796,34,1.000000,0.091906,-0.001711,0.088439,0.295135,0.079101,0.180153,-0.089681,,,,False,0,1.000000
918,NEGR1,34,1.000000,0.091906,-0.001711,0.088439,0.295135,0.079101,0.180153,-0.089681,1.528134,0.031721,0.070058,True,10,0.000000
919,RNU6-453P,410,0.198513,0.091698,0.006167,0.016316,0.186557,0.158144,0.054987,0.128018,,,,False,0,1.000000
920,GLIS2-AS1,73,0.957695,0.091691,0.511533,0.034542,-0.104468,0.001149,-0.130617,0.238007,,,,True,1,0.009899
921,SPOCK1,119,0.552790,0.091267,0.144479,0.241737,-0.021490,0.102384,0.196055,-0.115562,1.517232,0.031771,0.070058,True,10,0.000000
922,ENSG00000288816,74,0.634180,0.091222,0.029793,0.143023,0.063726,0.133694,0.091632,0.085463,,,,False,0,1.000000
923,H2BC21,132,0.970363,0.091155,-0.005117,0.067772,0.164773,-0.028401,0.174688,0.173215,1.515320,0.031872,0.070058,True,2,0.017094
924,H2AC20,132,0.970363,0.091155,-0.005117,0.067772,0.164773,-0.028401,0.174688,0.173215,1.515320,0.031872,0.070058,False,0,1.000000
925,LINC00092,17,0.880187,0.090802,0.218417,0.026429,0.029078,0.203226,0.135331,-0.067668,,,,True,6,0.000001
926,SNHG4,37,0.633160,0.090707,0.149356,0.118489,0.067218,0.005426,0.065623,0.138128,,,,True,2,0.009296
927,MATR3,37,0.633160,0.090707,0.149356,0.118489,0.067218,0.005426,0.065623,0.138128,1.507671,0.031922,0.070058,True,5,0.003817
928,ENSG00000275734,280,0.957330,0.089713,0.093203,0.113692,0.097301,-0.002275,-0.085726,0.322083,,,,True,4,0.000000
929,CDK10,281,0.957416,0.089704,0.093172,0.113636,0.097309,-0.002270,-0.085663,0.322040,1.490562,0.032523,0.070058,True,13,0.000000
930,LINC02166,281,0.957416,0.089704,0.093172,0.113636,0.097309,-0.002270,-0.085663,0.322040,,,,True,11,0.000000
931,SPATA2L,280,0.957295,0.089673,0.093144,0.113585,0.097230,-0.002285,-0.085723,0.322086,1.490030,0.032573,0.070058,True,5,0.003112
932,VPS9D1-AS1,283,0.958314,0.089605,0.093021,0.113600,0.096958,-0.002094,-0.085616,0.321760,,,,True,12,0.000000
933,VPS9D1,289,0.960384,0.089321,0.093130,0.113328,0.096735,-0.001918,-0.086088,0.320742,1.484035,0.032623,0.070058,True,12,0.000000
934,H2AC21,133,0.980165,0.089190,-0.005531,0.065766,0.157270,-0.028636,0.175524,0.170746,1.481789,0.032674,0.070058,False,0,1.000000
935,ENSG00000287523,6,0.626609,0.089108,0.194629,-0.237493,0.694123,0.123201,-0.137805,-0.102009,,,,False,0,1.000000
936,ZNF276,302,0.963917,0.088803,0.092630,0.113092,0.096163,-0.001952,-0.086105,0.318993,1.475199,0.032724,0.070058,True,11,0.000000
937,OVOL1-AS1,12,0.213143,0.088131,-0.146091,-0.311996,0.369431,-0.085859,0.130515,0.572787,,,,True,10,0.000000
938,RN7SL507P,462,0.204062,0.088025,0.006449,0.015542,0.168429,0.153680,0.051705,0.132347,,,,False,0,1.000000
939,PRICKLE2-AS3,2,0.072517,0.087304,0.181781,0.184839,0.089500,0.139979,-0.062855,-0.009421,,,,False,0,1.000000
940,ENSG00000213153,94,2.000000,0.086622,0.129244,0.317312,-0.057760,0.067978,0.171595,-0.108637,,,,False,0,1.000000
941,SPATA19,94,2.000000,0.086622,0.129244,0.317312,-0.057760,0.067978,0.171595,-0.108637,1.437984,0.033125,0.070058,True,1,0.045792
942,MIR4697,94,2.000000,0.086622,0.129244,0.317312,-0.057760,0.067978,0.171595,-0.108637,,,,False,0,1.000000
943,IGSF9B,94,2.000000,0.086622,0.129244,0.317312,-0.057760,0.067978,0.171595,-0.108637,1.437984,0.033125,0.070058,True,5,0.000000
944,LINC02743,94,2.000000,0.086622,0.129244,0.317312,-0.057760,0.067978,0.171595,-0.108637,,,,False,0,1.000000
945,ENSG00000236449,150,0.629657,0.085855,0.297362,0.093161,0.032342,0.112880,-0.046843,0.026228,,,,True,5,0.000000
946,DPEP1,281,0.966469,0.085732,0.086644,0.107696,0.091220,-0.003023,-0.086949,0.318804,1.422796,0.033175,0.070058,True,6,0.001297
947,CHMP1A,283,0.966613,0.085709,0.086629,0.107656,0.091118,-0.003026,-0.086978,0.318856,1.422409,0.033225,0.070058,True,9,0.000001
948,SPATA33,282,0.966191,0.085704,0.086714,0.107697,0.091119,-0.003015,-0.087274,0.318983,1.422319,0.033275,0.070058,True,12,0.000000
949,BBX,28,0.524938,0.085578,0.167423,0.110457,0.159518,0.106193,0.031524,-0.061647,1.420171,0.033325,0.070058,True,2,0.000047
950,DNAJA3,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,2,0.023027
951,MIR6769A,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,False,0,1.000000
952,ENSG00000261789,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,False,0,1.000000
953,VASN,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,6,0.000006
954,CDIP1,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,8,0.000000
955,HMOX2,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,3,0.000000
956,NUDT16L1,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,4,0.000000
957,ENSG00000277170,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,False,0,1.000000
958,ENSG00000262712,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,True,4,0.008218
959,UBALD1,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,2,0.006317
960,C16orf96,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,2,0.041383
961,ENSG00000275515,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,False,0,1.000000
962,ENSG00000280063,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,True,11,0.000000
963,ANKS3,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,2,0.000000
964,SUB1P3,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,False,0,1.000000
965,CORO7-PAM16,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,False,0,1.000000
966,PAM16,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,3,0.001387
967,ENSG00000277440,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,False,0,1.000000
968,CORO7,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,13,0.000000
969,ENSG00000261442,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,True,1,0.011303
970,MGRN1,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,13,0.000000
971,NMRAL1,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,1.409703,0.033976,0.070058,True,13,0.000000
972,RN7SL850P,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,False,0,1.000000
973,ENSG00000278434,81,1.000000,0.084964,0.491382,0.023068,-0.098203,-0.001006,-0.135214,0.229760,,,,True,3,0.005783
974,ENSG00000231114,35,0.984473,0.084901,0.166587,-0.079937,0.163534,0.185412,0.224756,-0.150944,,,,False,0,1.000000
975,RPL23AP34,19,0.122566,0.084848,0.098620,0.106962,0.095068,-0.009203,0.120272,0.097370,,,,False,0,1.000000
976,ENSG00000285486,506,0.209366,0.084613,0.004019,0.011141,0.158643,0.151143,0.048340,0.134393,,,,True,1,0.031653
977,ENSG00000278973,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
978,MIR6880,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
979,ENSG00000279334,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
980,RFLNA,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,1.400808,0.034077,0.070058,True,4,0.009723
981,ENSG00000255965,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
982,NCOR2,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,1.400808,0.034077,0.070058,True,2,0.017718
983,ENSG00000279121,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
984,ENSG00000280354,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
985,ENSG00000280444,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
986,ENSG00000279087,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
987,ENSG00000279071,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,True,1,0.007846
988,ENSG00000280097,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
989,ENSG00000214650,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,True,1,0.033278
990,ENSG00000279527,74,1.000000,0.084443,-0.012268,-0.049716,-0.010012,0.038945,0.031334,0.508375,,,,False,0,1.000000
991,RNU6-87P,2,0.006698,0.084293,0.159713,0.166312,0.147265,0.150938,0.008470,-0.126941,,,,False,0,1.000000
992,RNU6-1103P,12,1.000000,0.083801,0.045297,-0.223205,0.633610,0.116504,-0.113207,0.043806,,,,False,0,1.000000
993,ENSG00000287093,12,1.000000,0.083801,0.045297,-0.223205,0.633610,0.116504,-0.113207,0.043806,,,,False,0,1.000000
994,GSDME,12,1.000000,0.083801,0.045297,-0.223205,0.633610,0.116504,-0.113207,0.043806,1.389852,0.034327,0.070058,True,13,0.000000
995,PALS2,12,1.000000,0.083801,0.045297,-0.223205,0.633610,0.116504,-0.113207,0.043806,1.389852,0.034327,0.070058,True,9,0.000000
996,ENSG00000271330,12,1.000000,0.083801,0.045297,-0.223205,0.633610,0.116504,-0.113207,0.043806,,,,False,0,1.000000
997,SUMO2P14,12,1.000000,0.083801,0.045297,-0.223205,0.633610,0.116504,-0.113207,0.043806,,,,False,0,1.000000
998,OSBPL3,12,1.000000,0.083801,0.045297,-0.223205,0.633610,0.116504,-0.113207,0.043806,1.389852,0.034327,0.070058,True,7,0.000000
999,ENSG00000223522,18,0.117186,0.083538,0.062483,0.058798,0.122363,0.002427,0.154871,0.100284,,,,True,3,0.000087
1000,SNORD81,37,1.000000,0.083374,0.163980,-0.081131,0.161659,0.183924,0.222758,-0.150944,,,,False,0,1.000000
1001,ENSG00000234352,37,1.000000,0.083374,0.163980,-0.081131,0.161659,0.183924,0.222758,-0.150944,,,,False,0,1.000000
1002,ENSG00000224469,37,1.000000,0.083374,0.163980,-0.081131,0.161659,0.183924,0.222758,-0.150944,,,,False,0,1.000000
1003,KRT8P51,37,1.000000,0.083374,0.163980,-0.081131,0.161659,0.183924,0.222758,-0.150944,,,,False,0,1.000000
1004,CHRM2,37,1.000000,0.083374,0.163980,-0.081131,0.161659,0.183924,0.222758,-0.150944,1.382575,0.034377,0.070058,True,4,0.000006
