Pathway,n_genes,p_val,mean_score,median_score,stat,FDR,Modality
Clathrin-Dependent Endocytosis (GO:0072583),27,0.0017084279234608,0.4323375817481953,-0.0314474561084908,278526.0,0.1326228190869453,DNase
Eye Development (GO:0001654),55,0.0020530848457038,0.0300349655766867,-0.0314474561084908,556191.0,0.1549508757160403,DNase
Positive Regulation Of Calcium Ion Transport (GO:0051928),28,0.0021990951624957,0.1351388445428256,-0.0314474561084908,288073.0,0.1614849069324555,DNase
Regulation Of Calcium Ion Transport (GO:0051924),56,0.0023849332409407,0.1000111781191618,-0.0314474561084908,565685.0,0.170522726727267,DNase
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.0026473650321458,-0.0001622540137601,-0.0314474561084908,575283.0,0.1820766017424708,DNase
Regulation Of Muscle Contraction (GO:0006937),29,0.0026805535773643,0.0497774985833995,-0.0314474561084908,297689.0,0.1820766017424708,DNase
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,0.0027811327654737,-0.0050591499613619,-0.0314474561084908,297620.0,0.1843009200924891,DNase
Selective Autophagy (GO:0061912),58,0.002896753902477,0.1284154131433541,-0.0314474561084908,584909.0,0.1873923893578584,DNase
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),58,0.0031805480539887,-0.0283190544930593,-0.0314474561084908,584659.0,0.2009662572717989,DNase
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.0041231748675087,-0.0210646355398011,-0.0314474561084908,316774.0,0.2546060480686622,DNase
Regulation Of Translational Initiation (GO:0006446),64,0.0054733128052806,0.2795532084550177,-0.0314474561084908,642191.0,0.3295238529456009,DNase
Regulation Of Lamellipodium Assembly (GO:0010591),33,0.0055789831562376,0.067027132171125,-0.0314474561084908,336021.0,0.3295238529456009,DNase
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),33,0.0057924638837671,0.1182740862749652,-0.0314474561084908,335940.0,0.3348537100467066,DNase
Regulation Of Metal Ion Transport (GO:0010959),34,0.0063439852878359,0.1850560004158842,-0.0314474561084908,345665.0,0.3572332646888468,DNase
Adherens Junction Organization (GO:0034332),34,0.0065736547106291,0.4085044387768966,-0.0314474561084908,345586.0,0.3572332646888468,DNase
Embryonic Limb Morphogenesis (GO:0030326),34,0.0066121448338704,-0.0109650333975678,-0.0314474561084908,345573.0,0.3572332646888468,DNase
Reticulophagy (GO:0061709),16,6.598603605057474e-11,0.2818799344262884,-0.0149384794213524,183014.0,1.7928405994941158e-07,H3K27ac
Regulation Of Adenylate Cyclase Activity (GO:0045761),17,3.44575511384668e-10,0.0713804153143248,-0.0149384794213524,192438.0,4.6810583221607154e-07,H3K27ac
Regulation Of Smooth Muscle Contraction (GO:0006940),20,1.0363187364568008e-08,0.0012623450988832,-0.0149384794213524,221169.0,9.385593356510426e-06,H3K27ac
Negative Regulation Of Immune Effector Process (GO:0002698),15,8.973236522243106e-06,0.0608923214665336,-0.0149384794213524,163570.0,0.0060950709077336,H3K27ac
Organelle Disassembly (GO:1903008),54,1.575458695482263e-05,0.0738864932660699,-0.0149384794213524,556474.0,0.0068654535570261,H3K27ac
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),16,1.76161697318112e-05,0.2009426556335434,-0.0149384794213524,173211.0,0.0068654535570261,H3K27ac
Lysosomal Lumen Acidification (GO:0007042),16,1.7687955428480975e-05,0.1721164807700683,-0.0149384794213524,173207.0,0.0068654535570261,H3K27ac
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),16,2.0882298814193215e-05,0.0442859907561964,-0.0149384794213524,173043.0,0.0070921507347703,H3K27ac
DNA Damage Checkpoint Signaling (GO:0000077),34,2.5019827965289407e-05,0.0295468916331591,-0.0149384794213524,355422.0,0.0071853818673602,H3K27ac
Skeletal Muscle Organ Development (GO:0060538),34,2.6446013497829347e-05,0.0285480943546228,-0.0149384794213524,355341.0,0.0071853818673602,H3K27ac
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),17,3.944588832246623e-05,-0.0088046461917214,-0.0149384794213524,182631.0,0.0097431344156491,H3K27ac
Positive Regulation Of DNA Replication (GO:0045740),18,7.007762666706047e-05,-0.0059046818032355,-0.0149384794213524,192209.0,0.0154480638555846,H3K27ac
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),18,7.391418112719909e-05,-0.0141502345526168,-0.0149384794213524,192149.0,0.0154480638555846,H3K27ac
RNA Destabilization (GO:0050779),19,0.0001027717493856,0.0620339797401926,-0.0149384794213524,201943.0,0.0199450602200513,H3K27ac
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),20,0.0001587654411572,0.1577664286225642,-0.0149384794213524,211565.0,0.0287577135749437,H3K27ac
DNA Integrity Checkpoint Signaling (GO:0031570),42,0.0002225783701711,0.021073487622776,-0.0149384794213524,431970.0,0.0377965894846821,H3K27ac
Positive Regulation Of Vacuole Organization (GO:0044090),21,0.0002424909301605,0.1423995089428082,-0.0149384794213524,221148.0,0.0385758069453561,H3K27ac
Positive Regulation Of Translational Initiation (GO:0045948),21,0.0002555629462703,0.0120184601225998,-0.0149384794213524,221079.0,0.0385758069453561,H3K27ac
Acetylcholine Receptor Signaling Pathway (GO:0095500),21,0.0002752610870752,-0.0099729953783178,-0.0149384794213524,220981.0,0.0393623354517551,H3K27ac
Cell-Cell Junction Assembly (GO:0007043),70,0.000291058210201,0.1457497941804033,-0.0149384794213524,709152.0,0.0395402578558079,H3K27ac
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),22,0.0003492411505628,0.3212561798821893,-0.0149384794213524,230759.0,0.0425632743682006,H3K27ac
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),22,0.0003551204156462,0.1420659824367536,-0.0149384794213524,230736.0,0.0425632743682006,H3K27ac
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),22,0.0003603074385235,0.0923706546577314,-0.0149384794213524,230716.0,0.0425632743682006,H3K27ac
Regulation Of Lysosomal Lumen pH (GO:0035751),23,0.000505917723365,0.1151867102770272,-0.0149384794213524,240316.0,0.0566045610165187,H3K27ac
Regulation Of mRNA Catabolic Process (GO:0061013),46,0.0005210023179655,0.0169037047414441,-0.0149384794213524,470139.0,0.0566045610165187,H3K27ac
Stress Granule Assembly (GO:0034063),23,0.0005416704403494,0.0023684572548978,-0.0149384794213524,240217.0,0.0566045610165187,H3K27ac
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),25,0.000949722723385,0.0794935585682413,-0.0149384794213524,259465.0,0.0955702459050818,H3K27ac
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),25,0.0009906993655588,0.00230891694579,-0.0149384794213524,259398.0,0.0961332205794074,H3K27ac
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),25,0.0010450190839601,-0.0057679384809874,-0.0149384794213524,259313.0,0.0979074776248222,H3K27ac
Regulation Of Cell Development (GO:0060284),51,0.0011411823105314,0.0316944775961832,-0.0149384794213524,518040.0,0.1033530779237965,H3K27ac
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,0.0012550437983304,0.0414976143587407,-0.0149384794213524,269039.0,0.1076623559460829,H3K27ac
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),26,0.0012680144977087,0.0324281694814955,-0.0149384794213524,269022.0,0.1076623559460829,H3K27ac
Cellular Response To Ionizing Radiation (GO:0071479),52,0.0013472606607373,0.0108938935906171,-0.0149384794213524,527554.0,0.1109244610673722,H3K27ac
Vacuolar Acidification (GO:0007035),27,0.0015973165526766,0.0959089043957858,-0.0149384794213524,278642.0,0.1276443845183039,H3K27ac
Clathrin-Dependent Endocytosis (GO:0072583),27,0.0017094156397055,0.0935180253719367,-0.0149384794213524,278525.0,0.1326994940880015,H3K27ac
Eye Development (GO:0001654),55,0.0020473644983169,0.1528067625124774,-0.0149384794213524,556198.0,0.1545191483868688,H3K27ac
Positive Regulation Of Calcium Ion Transport (GO:0051928),28,0.002233486649168,0.0036283427340801,-0.0149384794213524,288045.0,0.1640103574537694,H3K27ac
Regulation Of Calcium Ion Transport (GO:0051924),56,0.0024555244854974,-0.0035056549182512,-0.0149384794213524,565610.0,0.1755700007130667,H3K27ac
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.0026051755019704,0.0115966541901106,-0.0149384794213524,575325.0,0.1812991124185754,H3K27ac
Regulation Of Muscle Contraction (GO:0006937),29,0.0026691072862506,-0.0040161197959657,-0.0149384794213524,297697.0,0.1812991124185754,H3K27ac
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,0.0028019510212734,-0.005143118954327,-0.0149384794213524,297606.0,0.185680510360977,H3K27ac
Selective Autophagy (GO:0061912),58,0.0028707483116159,0.0669424623297209,-0.0149384794213524,584933.0,0.1857100753014402,H3K27ac
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),58,0.0031463916218518,-0.010697225331595,-0.0149384794213524,584688.0,0.1988080473621288,H3K27ac
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.0041027990315199,-0.0075428818888,-0.0149384794213524,316784.0,0.2533478401963587,H3K27ac
Regulation Of Translational Initiation (GO:0006446),64,0.0055395911366401,0.0330504444041817,-0.0149384794213524,642155.0,0.3310007873476833,H3K27ac
Regulation Of Lamellipodium Assembly (GO:0010591),33,0.0056414962043816,-0.0059148127297681,-0.0149384794213524,335997.0,0.3310007873476833,H3K27ac
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),33,0.005725814135201,0.061023434788517,-0.0149384794213524,335965.0,0.3310007873476833,H3K27ac
Embryonic Limb Morphogenesis (GO:0030326),34,0.0063583079551987,0.0368517783729077,-0.0149384794213524,345660.0,0.3535167952676723,H3K27ac
Adherens Junction Organization (GO:0034332),34,0.0063755329290084,0.1538690726425469,-0.0149384794213524,345654.0,0.3535167952676723,H3K27ac
Regulation Of Metal Ion Transport (GO:0010959),34,0.0065324255051585,0.0038902299821307,-0.0149384794213524,345600.0,0.3549720019503161,H3K27ac
Reticulophagy (GO:0061709),16,7.379667593393801e-11,0.1183941961195694,-0.013886503291381,182941.0,2.0050556851250957e-07,H3K4me1
Regulation Of Adenylate Cyclase Activity (GO:0045761),17,3.80856257371838e-10,0.1023961355959939,-0.013886503291381,192368.0,5.17393225639642e-07,H3K4me1
Regulation Of Smooth Muscle Contraction (GO:0006940),20,1.2896885751701744e-08,-0.0137909080601802,-0.013886503291381,220987.0,1.1680279529124545e-05,H3K4me1
Negative Regulation Of Immune Effector Process (GO:0002698),15,9.209872673879882e-06,0.0045050534711615,-0.013886503291381,163546.0,0.0062558060137329,H3K4me1
Organelle Disassembly (GO:1903008),54,1.6289661853778156e-05,0.026094250764713,-0.013886503291381,556414.0,0.0070154454097408,H3K4me1
Lysosomal Lumen Acidification (GO:0007042),16,1.8142948609114877e-05,0.111798319150674,-0.013886503291381,173182.0,0.0070154454097408,H3K4me1
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),16,1.930022359556817e-05,0.0670164025358737,-0.013886503291381,173121.0,0.0070154454097408,H3K4me1
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),16,2.2632305091365135e-05,-0.0134728556714192,-0.013886503291381,172963.0,0.0070154454097408,H3K4me1
DNA Damage Checkpoint Signaling (GO:0000077),34,2.5382413691435975e-05,0.0089627504599314,-0.013886503291381,355401.0,0.0070154454097408,H3K4me1
Skeletal Muscle Organ Development (GO:0060538),34,2.5820557268092823e-05,0.0640023338314958,-0.013886503291381,355376.0,0.0070154454097408,H3K4me1
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),17,4.379821460189476e-05,-0.0138695543194191,-0.013886503291381,182520.0,0.010818159006668,H3K4me1
Positive Regulation Of DNA Replication (GO:0045740),18,6.964245239048574e-05,-0.0012752194872176,-0.013886503291381,192216.0,0.0157682119287458,H3K4me1
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),18,7.590580659807483e-05,-0.0138627827879543,-0.013886503291381,192119.0,0.0158643135789976,H3K4me1
RNA Destabilization (GO:0050779),19,0.0001013026701168,0.0791238096923498,-0.013886503291381,201960.0,0.0196599539076805,H3K4me1
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),20,0.0001706372050597,0.0508358213704228,-0.013886503291381,211475.0,0.0309080857431623,H3K4me1
DNA Integrity Checkpoint Signaling (GO:0031570),42,0.0002251272088075,0.0046105116501576,-0.013886503291381,431949.0,0.0382294141456267,H3K4me1
Positive Regulation Of Translational Initiation (GO:0045948),21,0.0002520909410427,0.010779719154209,-0.013886503291381,221097.0,0.0398551342682444,H3K4me1
Positive Regulation Of Vacuole Organization (GO:0044090),21,0.0002640384309269,-0.0070178782106351,-0.013886503291381,221036.0,0.0398551342682444,H3K4me1
Acetylcholine Receptor Signaling Pathway (GO:0095500),21,0.0002992763366256,-0.0138727826950309,-0.013886503291381,220870.0,0.0427965161374631,H3K4me1
Cell-Cell Junction Assembly (GO:0007043),70,0.000316168138655,0.0001524648890877,-0.013886503291381,708951.0,0.0429514416362914,H3K4me1
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),22,0.0003579646284347,0.0816672174614031,-0.013886503291381,230725.0,0.0444657334372976,H3K4me1
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),22,0.0003600464245935,0.0751168614489177,-0.013886503291381,230717.0,0.0444657334372976,H3K4me1
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),22,0.0003790214686377,0.0449519736738951,-0.013886503291381,230646.0,0.0447739708821242,H3K4me1
Regulation Of Lysosomal Lumen pH (GO:0035751),23,0.0005147340182435,0.0735464166683094,-0.013886503291381,240291.0,0.0554855896138248,H3K4me1
Regulation Of mRNA Catabolic Process (GO:0061013),46,0.0005284267675145,0.0245312802681691,-0.013886503291381,470110.0,0.0554855896138248,H3K4me1
Stress Granule Assembly (GO:0034063),23,0.0005309625800366,0.0046301125203171,-0.013886503291381,240246.0,0.0554855896138248,H3K4me1
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),25,0.0009443385872,0.070200770971069,-0.013886503291381,259474.0,0.0950284422749121,H3K4me1
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),25,0.0010378387961369,-0.0080235816308945,-0.013886503291381,259324.0,0.0981531591295969,H3K4me1
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),25,0.0010476413745889,-0.0053674349548967,-0.013886503291381,259309.0,0.0981531591295969,H3K4me1
Regulation Of Cell Development (GO:0060284),51,0.0011476643498545,0.0233120798335718,-0.013886503291381,518027.0,0.1039401346184951,H3K4me1
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,0.0012935435311055,0.0621441133004113,-0.013886503291381,268989.0,0.1105612754005797,H3K4me1
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),26,0.0013021570897381,0.0387994786580839,-0.013886503291381,268978.0,0.1105612754005797,H3K4me1
Cellular Response To Ionizing Radiation (GO:0071479),52,0.0013605062226796,-0.0035380934457138,-0.013886503291381,527531.0,0.1120150123339557,H3K4me1
Vacuolar Acidification (GO:0007035),27,0.0016206906228244,0.060593391489096,-0.013886503291381,278617.0,0.1295122477121775,H3K4me1
Clathrin-Dependent Endocytosis (GO:0072583),27,0.0017213088494469,0.0565596489487401,-0.013886503291381,278513.0,0.1336227469699232,H3K4me1
Eye Development (GO:0001654),55,0.002178338018915,-0.0130516451568433,-0.013886503291381,556042.0,0.1609483460593441,H3K4me1
Positive Regulation Of Calcium Ion Transport (GO:0051928),28,0.0021917882974588,0.0564801834726214,-0.013886503291381,288079.0,0.1609483460593441,H3K4me1
Regulation Of Calcium Ion Transport (GO:0051924),56,0.0023608936538656,0.0526175910152455,-0.013886503291381,565711.0,0.1688038962513948,H3K4me1
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.0026261937332325,-0.0002571238607735,-0.013886503291381,575304.0,0.1829581634152043,H3K4me1
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,0.0027428402420748,0.0331240735600519,-0.013886503291381,297646.0,0.1863074234429351,H3K4me1
Regulation Of Muscle Contraction (GO:0006937),29,0.002894309646606,-0.013826871601887,-0.013886503291381,297545.0,0.1908698458468932,H3K4me1
Selective Autophagy (GO:0061912),58,0.0029505092107359,0.0226047241323294,-0.013886503291381,584860.0,0.1908698458468932,H3K4me1
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),58,0.0032007255778016,-0.0136323345634733,-0.013886503291381,584642.0,0.2022411952299315,H3K4me1
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.0041109385276895,-0.0070162868909904,-0.013886503291381,316780.0,0.2538504540848291,H3K4me1
Regulation Of Lamellipodium Assembly (GO:0010591),33,0.0055376503444515,-0.0039117637841045,-0.013886503291381,336037.0,0.3299404479861326,H3K4me1
Regulation Of Translational Initiation (GO:0006446),64,0.0055860362927354,-0.0036235706690135,-0.013886503291381,642130.0,0.3299404479861326,H3K4me1
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),33,0.0057284669996119,0.0251440366671563,-0.013886503291381,335964.0,0.3311541454882057,H3K4me1
Regulation Of Metal Ion Transport (GO:0010959),34,0.0062473462407354,0.0956483349794619,-0.013886503291381,345699.0,0.3536258278349613,H3K4me1
Ras Protein Signal Transduction (GO:0007265),143,0.006493965841825,0.0218365755302691,-0.013886503291381,1412306.0,0.357351552461895,H3K4me1
Adherens Junction Organization (GO:0034332),34,0.0067017295729605,0.0051927885422663,-0.013886503291381,345543.0,0.357351552461895,H3K4me1
Reticulophagy (GO:0061709),16,7.620621340586804e-11,0.034723661598574,-0.0106367765711457,182920.0,2.070522818237435e-07,H3K4me3
Regulation Of Adenylate Cyclase Activity (GO:0045761),17,3.695977216252707e-10,0.1046185518235692,-0.0106367765711457,192389.0,5.020985048279303e-07,H3K4me3
Regulation Of Smooth Muscle Contraction (GO:0006940),20,1.2576373639604873e-08,-0.0105466199863738,-0.0106367765711457,221008.0,1.1390002392935475e-05,H3K4me3
Negative Regulation Of Immune Effector Process (GO:0002698),15,9.249885508554678e-06,-0.0012506102434403,-0.0106367765711457,163542.0,0.0062829847316857,H3K4me3
Organelle Disassembly (GO:1903008),54,1.650848878264429e-05,0.0030957463240269,-0.0106367765711457,556390.0,0.0070394866644219,H3K4me3
Lysosomal Lumen Acidification (GO:0007042),16,1.790498295017546e-05,0.0883566440568402,-0.0106367765711457,173195.0,0.0070394866644219,H3K4me3
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),16,1.9202789413362817e-05,0.0220077967853959,-0.0106367765711457,173126.0,0.0070394866644219,H3K4me3
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),16,2.2428698759521493e-05,-0.0102644931684174,-0.0106367765711457,172972.0,0.0070394866644219,H3K4me3
DNA Damage Checkpoint Signaling (GO:0000077),34,2.567957740632576e-05,-0.0025884399772912,-0.0106367765711457,355384.0,0.0070394866644219,H3K4me3
Skeletal Muscle Organ Development (GO:0060538),34,2.5909041827095795e-05,0.0275728241668253,-0.0106367765711457,355371.0,0.0070394866644219,H3K4me3
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),17,4.342907968637201e-05,-0.0106207789374547,-0.0106367765711457,182529.0,0.0107269826825338,H3K4me3
Positive Regulation Of DNA Replication (GO:0045740),18,7.001530248425758e-05,-0.006512795248213,-0.0106367765711457,192210.0,0.0155718464307257,H3K4me3
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),18,7.450644225227643e-05,-0.010605601102182,-0.0106367765711457,192140.0,0.0155718464307257,H3K4me3
RNA Destabilization (GO:0050779),19,0.0001014744733652,0.0301224592737277,-0.0106367765711457,201958.0,0.0196932960095223,H3K4me3
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),20,0.0001699564519754,0.0154788821140875,-0.0106367765711457,211480.0,0.0307847786678118,H3K4me3
DNA Integrity Checkpoint Signaling (GO:0031570),42,0.0002272104780678,-0.0041214564713587,-0.0106367765711457,431932.0,0.0385831793069038,H3K4me3
Positive Regulation Of Translational Initiation (GO:0045948),21,0.0002517078891753,0.0035761953035841,-0.0106367765711457,221099.0,0.0398551342682444,H3K4me3
Positive Regulation Of Vacuole Organization (GO:0044090),21,0.0002640384309269,-0.0056664730263487,-0.0106367765711457,221036.0,0.0398551342682444,H3K4me3
Acetylcholine Receptor Signaling Pathway (GO:0095500),21,0.000297258782928,-0.0106238261057768,-0.0106367765711457,220879.0,0.0425080059587071,H3K4me3
Cell-Cell Junction Assembly (GO:0007043),70,0.0003134534170214,-0.00426692221851,-0.0106367765711457,708972.0,0.0425826467023646,H3K4me3
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),22,0.000361877217352,0.0221336676558508,-0.0106367765711457,230710.0,0.0446125950173834,H3K4me3
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),22,0.0003624018872715,0.021673608503499,-0.0106367765711457,230708.0,0.0446125950173834,H3K4me3
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),22,0.0003776553866028,0.0131047313245209,-0.0106367765711457,230651.0,0.0446125950173834,H3K4me3
Regulation Of Lysosomal Lumen pH (GO:0035751),23,0.0005101319532471,0.058228211691801,-0.0106367765711457,240304.0,0.055447371901296,H3K4me3
Regulation Of mRNA Catabolic Process (GO:0061013),46,0.0005240627189515,0.006199359182707,-0.0106367765711457,470127.0,0.055447371901296,H3K4me3
Stress Granule Assembly (GO:0034063),23,0.0005305968602994,-0.0006495438195702,-0.0106367765711457,240247.0,0.055447371901296,H3K4me3
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),25,0.0009533277951495,0.0182012143486112,-0.0106367765711457,259459.0,0.0959330229415302,H3K4me3
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),25,0.0010410969345508,-0.0089711718446927,-0.0106367765711457,259319.0,0.0983377911843216,H3K4me3
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),25,0.0010496120516545,-0.0070965773625121,-0.0106367765711457,259306.0,0.0983377911843216,H3K4me3
Regulation Of Cell Development (GO:0060284),51,0.0011456662931278,0.0065001767184962,-0.0106367765711457,518031.0,0.1037591772809411,H3K4me3
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,0.0012811076965443,0.0647222324258872,-0.0106367765711457,269005.0,0.1098299304379312,H3K4me3
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),26,0.0012935435311055,0.0159407451080394,-0.0106367765711457,268989.0,0.1098299304379312,H3K4me3
Cellular Response To Ionizing Radiation (GO:0071479),52,0.0013674640830155,-0.0062711249145993,-0.0106367765711457,527519.0,0.1125878761682792,H3K4me3
Vacuolar Acidification (GO:0007035),27,0.0016084974933177,0.0480259912084015,-0.0106367765711457,278630.0,0.1285378732160104,H3K4me3
Clathrin-Dependent Endocytosis (GO:0072583),27,0.0017232983578588,0.0230662137618441,-0.0106367765711457,278511.0,0.1337771896657831,H3K4me3
Eye Development (GO:0001654),55,0.0021671402826318,-0.0101310446105682,-0.0106367765711457,556055.0,0.1605024470070331,H3K4me3
Positive Regulation Of Calcium Ion Transport (GO:0051928),28,0.0021857160615606,0.0591285668246805,-0.0106367765711457,288084.0,0.1605024470070331,H3K4me3
Regulation Of Calcium Ion Transport (GO:0051924),56,0.0023581340167254,0.039547556360139,-0.0106367765711457,565714.0,0.1686065821958676,H3K4me3
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.0026433205575798,-0.0058360143923553,-0.0106367765711457,575287.0,0.1841513321780658,H3K4me3
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,0.0027428402420748,0.0129877387674437,-0.0106367765711457,297646.0,0.1863074234429351,H3K4me3
Regulation Of Muscle Contraction (GO:0006937),29,0.002882042644623,-0.0105827663065952,-0.0106367765711457,297553.0,0.1909880454985552,H3K4me3
Selective Autophagy (GO:0061912),58,0.002973821173074,0.0018764477515356,-0.0106367765711457,584839.0,0.1923779077914783,H3K4me3
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),58,0.0032150378051939,-0.010562381540631,-0.0106367765711457,584630.0,0.2031455282956271,H3K4me3
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.0041170526296614,-0.0077817772093444,-0.0106367765711457,316777.0,0.2542279998815974,H3K4me3
Regulation Of Lamellipodium Assembly (GO:0010591),33,0.0055196529432687,-0.0016227602045006,-0.0106367765711457,336044.0,0.3278536906338832,H3K4me3
Regulation Of Translational Initiation (GO:0006446),64,0.0055507065767974,-0.0029069455578268,-0.0106367765711457,642149.0,0.3278536906338832,H3K4me3
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),33,0.0056835163571693,0.0050249429279718,-0.0106367765711457,335981.0,0.3285556157963627,H3K4me3
Regulation Of Metal Ion Transport (GO:0010959),34,0.006236063082261,0.0720190083215008,-0.0106367765711457,345703.0,0.3529871540521497,H3K4me3
Ras Protein Signal Transduction (GO:0007265),143,0.0064925374371127,0.0076547784252808,-0.0106367765711457,1412307.0,0.3565515413219528,H3K4me3
Embryonic Limb Morphogenesis (GO:0030326),34,0.0066927230796538,-0.0096559002002476,-0.0106367765711457,345546.0,0.3565515413219528,H3K4me3
Reticulophagy (GO:0061709),16,6.690346504410084e-11,0.7070977708796347,-0.0330146359832503,183005.0,1.81776714524822e-07,RNA
Regulation Of Adenylate Cyclase Activity (GO:0045761),17,3.421171547914745e-10,0.3142388834428323,-0.0330146359832503,192443.0,4.647661547842181e-07,RNA
Regulation Of Smooth Muscle Contraction (GO:0006940),20,8.932031534801259e-09,0.3429456249383945,-0.0330146359832503,221292.0,8.089443226685006e-06,RNA
Negative Regulation Of Immune Effector Process (GO:0002698),15,9.209872673879882e-06,0.1984779628642047,-0.0330146359832503,163546.0,0.0062558060137329,RNA
Organelle Disassembly (GO:1903008),54,1.5728276469539667e-05,0.18957369016729,-0.0330146359832503,556477.0,0.0069285402827707,RNA
Lysosomal Lumen Acidification (GO:0007042),16,1.7491210021406075e-05,1.0186920882053143,-0.0330146359832503,173218.0,0.0069285402827707,RNA
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),16,1.7850490239011973e-05,1.0137441268641785,-0.0330146359832503,173198.0,0.0069285402827707,RNA
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),16,2.1200325860306868e-05,0.0130901552129533,-0.0330146359832503,173028.0,0.0071755670546297,RNA
DNA Damage Checkpoint Signaling (GO:0000077),34,2.5365035363465816e-05,0.0549200630526372,-0.0330146359832503,355402.0,0.0071755670546297,RNA
Skeletal Muscle Organ Development (GO:0060538),34,2.6409889785166592e-05,0.0775152344908933,-0.0330146359832503,355343.0,0.0071755670546297,RNA
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),17,3.656617901445624e-05,0.1085164758446028,-0.0330146359832503,182711.0,0.0090318462165706,RNA
Positive Regulation Of DNA Replication (GO:0045740),18,6.920982449839503e-05,-0.0049994436431688,-0.0330146359832503,192223.0,0.0153116144601913,RNA
